days	S_Mean	E_Mean	IP_Mean	IA_Mean	TotalInfectious	H_Mean	ICU_Mean	Recovered_Mean	DeadCovid_Mean
345	0.245254	0.002790	0.000437	0.000130	0.000277	0.000549	0.000072	0.750491	0.121236
346	0.245101	0.002711	0.000428	0.000127	0.000267	0.000536	0.000072	0.750759	0.121242
347	0.244953	0.002637	0.000413	0.000125	0.000261	0.000523	0.000070	0.751018	0.121247
348	0.244809	0.002560	0.000406	0.000119	0.000253	0.000509	0.000069	0.751274	0.121252
349	0.244668	0.002490	0.000392	0.000117	0.000247	0.000498	0.000068	0.751520	0.121257
350	0.244529	0.002422	0.000384	0.000113	0.000237	0.000485	0.000067	0.751763	0.121262
351	0.244394	0.002360	0.000371	0.000109	0.000234	0.000471	0.000066	0.751996	0.121267
352	0.244265	0.002295	0.000361	0.000106	0.000227	0.000459	0.000063	0.752224	0.121272
353	0.244140	0.002233	0.000351	0.000102	0.000219	0.000447	0.000063	0.752445	0.121276
354	0.244018	0.002172	0.000343	0.000100	0.000213	0.000435	0.000060	0.752659	0.121281
355	0.243899	0.002109	0.000337	0.000098	0.000208	0.000422	0.000059	0.752866	0.121285
356	0.243783	0.002053	0.000324	0.000099	0.000203	0.000410	0.000058	0.753070	0.121290
357	0.243671	0.001996	0.000316	0.000093	0.000198	0.000399	0.000056	0.753271	0.121294
358	0.243561	0.001940	0.000309	0.000090	0.000193	0.000388	0.000055	0.753464	0.121298
359	0.243453	0.001887	0.000299	0.000089	0.000188	0.000378	0.000054	0.753651	0.121303
360	0.243350	0.001836	0.000287	0.000086	0.000184	0.000367	0.000052	0.753837	0.121307
361	0.243249	0.001785	0.000281	0.000083	0.000178	0.000357	0.000050	0.754017	0.121310
362	0.243152	0.001736	0.000273	0.000080	0.000172	0.000348	0.000050	0.754189	0.121314
363	0.243057	0.001688	0.000266	0.000078	0.000168	0.000339	0.000048	0.754356	0.121317
364	0.242964	0.001642	0.000261	0.000076	0.000163	0.000329	0.000047	0.754519	0.121321
365	0.242872	0.001599	0.000253	0.000075	0.000159	0.000320	0.000046	0.754678	0.121324
366	0.242783	0.001557	0.000245	0.000073	0.000154	0.000311	0.000045	0.754832	0.121328
367	0.242698	0.001515	0.000238	0.000071	0.000149	0.000303	0.000043	0.754983	0.121331
368	0.242616	0.001473	0.000234	0.000067	0.000145	0.000293	0.000042	0.755130	0.121335
369	0.242536	0.001433	0.000226	0.000067	0.000141	0.000285	0.000041	0.755270	0.121338
370	0.242458	0.001393	0.000222	0.000064	0.000138	0.000278	0.000039	0.755408	0.121341
371	0.242380	0.001356	0.000215	0.000063	0.000135	0.000270	0.000038	0.755543	0.121344
372	0.242306	0.001320	0.000206	0.000061	0.000132	0.000262	0.000037	0.755675	0.121347
373	0.242235	0.001284	0.000200	0.000059	0.000129	0.000255	0.000036	0.755803	0.121350
374	0.242164	0.001250	0.000195	0.000058	0.000124	0.000248	0.000035	0.755925	0.121352
375	0.242096	0.001215	0.000190	0.000057	0.000120	0.000241	0.000034	0.756046	0.121355
376	0.242031	0.001182	0.000184	0.000054	0.000118	0.000234	0.000034	0.756164	0.121357
377	0.241969	0.001148	0.000178	0.000054	0.000113	0.000228	0.000033	0.756277	0.121360
378	0.241905	0.001118	0.000174	0.000051	0.000110	0.000222	0.000033	0.756387	0.121362
379	0.241846	0.001085	0.000171	0.000050	0.000106	0.000215	0.000032	0.756494	0.121365
380	0.241788	0.001054	0.000165	0.000050	0.000105	0.000210	0.000031	0.756598	0.121367
381	0.241730	0.001025	0.000161	0.000047	0.000101	0.000205	0.000030	0.756700	0.121369
382	0.241675	0.000996	0.000156	0.000047	0.000098	0.000200	0.000029	0.756798	0.121372
383	0.241620	0.000969	0.000153	0.000044	0.000097	0.000194	0.000028	0.756895	0.121374
384	0.241569	0.000939	0.000149	0.000044	0.000094	0.000189	0.000027	0.756988	0.121376
385	0.241517	0.000912	0.000144	0.000044	0.000091	0.000184	0.000027	0.757080	0.121378
386	0.241468	0.000886	0.000141	0.000043	0.000088	0.000179	0.000026	0.757170	0.121380
387	0.241419	0.000861	0.000136	0.000041	0.000087	0.000174	0.000025	0.757257	0.121382
388	0.241373	0.000837	0.000131	0.000039	0.000084	0.000170	0.000025	0.757341	0.121384
389	0.241326	0.000814	0.000128	0.000039	0.000081	0.000166	0.000024	0.757422	0.121386
390	0.241283	0.000790	0.000125	0.000037	0.000080	0.000161	0.000024	0.757501	0.121387
391	0.241238	0.000769	0.000122	0.000037	0.000078	0.000156	0.000023	0.757578	0.121389
392	0.241195	0.000748	0.000119	0.000034	0.000076	0.000152	0.000022	0.757653	0.121391
393	0.241155	0.000727	0.000115	0.000034	0.000074	0.000147	0.000022	0.757726	0.121393
394	0.241117	0.000706	0.000111	0.000033	0.000071	0.000143	0.000021	0.757798	0.121395
395	0.241077	0.000688	0.000108	0.000032	0.000069	0.000138	0.000020	0.757867	0.121396
396	0.241040	0.000669	0.000107	0.000030	0.000067	0.000135	0.000020	0.757933	0.121398
397	0.241004	0.000650	0.000104	0.000031	0.000065	0.000131	0.000019	0.757996	0.121399
398	0.240969	0.000632	0.000100	0.000030	0.000063	0.000128	0.000018	0.758059	0.121401
399	0.240934	0.000613	0.000099	0.000028	0.000062	0.000125	0.000018	0.758122	0.121402
400	0.240901	0.000597	0.000094	0.000028	0.000061	0.000121	0.000018	0.758181	0.121403
