74	0.000304	0.000185	0.000053
75	0.000344	0.000209	0.000058
76	0.000389	0.000236	0.000066
77	0.000436	0.000269	0.000077
78	0.000493	0.000304	0.000085
79	0.000559	0.000342	0.000096
80	0.000633	0.000385	0.000110
81	0.000716	0.000435	0.000122
82	0.000803	0.000492	0.000140
83	0.000912	0.000556	0.000156
84	0.001029	0.000627	0.000178
85	0.001161	0.000708	0.000201
86	0.001309	0.000801	0.000226
87	0.001475	0.000906	0.000252
88	0.001660	0.001021	0.000283
89	0.001870	0.001153	0.000319
90	0.002106	0.001296	0.000357
91	0.002368	0.001457	0.000403
92	0.002660	0.001632	0.000452
93	0.002985	0.001835	0.000512
94	0.003348	0.002057	0.000576
95	0.003746	0.002307	0.000638
96	0.004193	0.002587	0.000712
97	0.004690	0.002894	0.000797
98	0.005228	0.003240	0.000890
99	0.005818	0.003615	0.000991
100	0.006465	0.004034	0.001105
101	0.007161	0.004488	0.001220
102	0.007933	0.004992	0.001346
103	0.008788	0.005536	0.001489
104	0.009688	0.006130	0.001653
105	0.010647	0.006770	0.001818
106	0.011692	0.007463	0.001981
107	0.012807	0.008208	0.002160
108	0.013969	0.009011	0.002368
109	0.015183	0.009863	0.002569
110	0.016466	0.010754	0.002787
111	0.017788	0.011701	0.003019
112	0.019187	0.012683	0.003241
113	0.020594	0.013713	0.003462
114	0.021998	0.014772	0.003713
115	0.023385	0.015875	0.003956
116	0.024775	0.016978	0.004187
117	0.026131	0.018086	0.004417
118	0.027446	0.019166	0.004640
119	0.028700	0.020253	0.004846
120	0.029857	0.021313	0.005043
121	0.030883	0.022321	0.005224
122	0.031786	0.023253	0.005404
123	0.032562	0.024119	0.005540
124	0.033174	0.024917	0.005641
125	0.033589	0.025623	0.005731
126	0.033815	0.026190	0.005792
127	0.033874	0.026640	0.005818
128	0.033753	0.026957	0.005836
129	0.033394	0.027124	0.005805
130	0.032878	0.027165	0.005752
131	0.032192	0.027074	0.005650
132	0.031350	0.026828	0.005546
133	0.030358	0.026448	0.005421
134	0.029226	0.025932	0.005275
135	0.027987	0.025293	0.005093
136	0.026674	0.024537	0.004908
137	0.025280	0.023686	0.004699
138	0.023840	0.022751	0.004483
139	0.022356	0.021751	0.004275
140	0.020875	0.020692	0.004047
141	0.019398	0.019605	0.003801
142	0.017958	0.018471	0.003575
143	0.016576	0.017340	0.003339
144	0.015253	0.016208	0.003118
145	0.013985	0.015100	0.002896
146	0.012763	0.014016	0.002690
147	0.011640	0.012953	0.002497
148	0.010576	0.011936	0.002303
149	0.009589	0.010957	0.002122
150	0.008691	0.010035	0.001947
151	0.007861	0.009175	0.001788
152	0.007102	0.008361	0.001638
153	0.006411	0.007605	0.001489
154	0.005784	0.006906	0.001361
155	0.005205	0.006259	0.001243
156	0.004688	0.005670	0.001131
157	0.004222	0.005130	0.001023
158	0.003803	0.004630	0.000925
159	0.003423	0.004177	0.000842
160	0.003079	0.003768	0.000759
161	0.002770	0.003392	0.000688
162	0.002484	0.003056	0.000622
163	0.002235	0.002750	0.000558
164	0.002010	0.002475	0.000506
165	0.001805	0.002225	0.000462
166	0.001615	0.002001	0.000417
167	0.001454	0.001798	0.000373
168	0.001306	0.001616	0.000335
169	0.001171	0.001451	0.000307
170	0.001052	0.001303	0.000272
171	0.000943	0.001172	0.000244
172	0.000850	0.001053	0.000219
173	0.000765	0.000946	0.000197
174	0.000686	0.000850	0.000177
175	0.000615	0.000764	0.000160
176	0.000550	0.000687	0.000144
177	0.000494	0.000617	0.000130
178	0.000443	0.000552	0.000117
179	0.000399	0.000495	0.000106
180	0.000357	0.000445	0.000094
181	0.000321	0.000399	0.000085
182	0.000289	0.000359	0.000076
183	0.000261	0.000321	0.000070
184	0.000234	0.000287	0.000062
185	0.000211	0.000258	0.000056
186	0.000188	0.000232	0.000050
187	0.000169	0.000208	0.000044
188	0.000153	0.000187	0.000041
189	0.000138	0.000169	0.000036
190	0.000125	0.000152	0.000034
191	0.000112	0.000137	0.000030
192	0.000103	0.000124	0.000027
193	0.000093	0.000111	0.000024
194	0.000084	0.000101	0.000021
195	0.000076	0.000091	0.000020
196	0.000069	0.000083	0.000018
197	0.000062	0.000075	0.000017
198	0.000056	0.000068	0.000015
199	0.000051	0.000062	0.000013
200	0.000046	0.000057	0.000012
201	0.000042	0.000051	0.000011
202	0.000038	0.000046	0.000011
203	0.000036	0.000042	0.000009
204	0.000033	0.000039	0.000008
205	0.000030	0.000035	0.000007
206	0.000027	0.000032	0.000006
207	0.000025	0.000029	0.000006
208	0.000023	0.000027	0.000005
209	0.000021	0.000024	0.000005
210	0.000019	0.000022	0.000005
211	0.000018	0.000020	0.000004
212	0.000016	0.000019	0.000004
213	0.000015	0.000017	0.000004
214	0.000013	0.000015	0.000003
215	0.000013	0.000014	0.000003
216	0.000011	0.000013	0.000003
217	0.000011	0.000012	0.000002
218	0.000010	0.000011	0.000002
219	0.000009	0.000010	0.000002
220	0.000008	0.000009	0.000002
221	0.000008	0.000008	0.000002
222	0.000007	0.000008	0.000002
223	0.000007	0.000007	0.000001
224	0.000006	0.000007	0.000001
225	0.000006	0.000006	0.000001
226	0.000005	0.000005	0.000001
227	0.000004	0.000005	0.000001
228	0.000004	0.000004	0.000001
229	0.000004	0.000004	0.000001
230	0.000003	0.000004	0.000001
231	0.000003	0.000003	0.000001
232	0.000003	0.000003	0.000001
233	0.000003	0.000003	0.000001
234	0.000002	0.000003	0.000000
235	0.000002	0.000002	0.000001
236	0.000002	0.000002	0.000001
237	0.000002	0.000002	0.000000
238	0.000002	0.000002	0.000000
239	0.000002	0.000002	0.000000
240	0.000002	0.000002	0.000000
241	0.000002	0.000001	0.000000
242	0.000001	0.000001	0.000000
243	0.000001	0.000001	0.000000
244	0.000001	0.000001	0.000000
245	0.000001	0.000001	0.000000
246	0.000001	0.000001	0.000000
247	0.000001	0.000001	0.000000
248	0.000001	0.000001	0.000000
249	0.000001	0.000001	0.000000
250	0.000001	0.000001	0.000000
251	0.000000	0.000000	0.000000
252	0.000000	0.000000	0.000000
253	0.000000	0.000000	0.000000
254	0.000000	0.000000	0.000000
255	0.000000	0.000000	0.000000
256	0.000000	0.000000	0.000000
257	0.000000	0.000000	0.000000
258	0.000000	0.000000	0.000000
259	0.000000	0.000000	0.000000
260	0.000000	0.000000	0.000000
261	0.000000	0.000000	0.000000
262	0.000000	0.000000	0.000000
263	0.000000	0.000000	0.000000
264	0.000000	0.000000	0.000000
265	0.000000	0.000000	0.000000
266	0.000000	0.000000	0.000000
267	0.000000	0.000000	0.000000
268	0.000000	0.000000	0.000000
269	0.000000	0.000000	0.000000
270	0.000000	0.000000	0.000000
271	0.000000	0.000000	0.000000
272	0.000000	0.000000	0.000000
273	0.000000	0.000000	0.000000
274	0.000000	0.000000	0.000000
275	0.000000	0.000000	0.000000
276	0.000000	0.000000	0.000000
277	0.000000	0.000000	0.000000
278	0.000000	0.000000	0.000000
279	0.000000	0.000000	0.000000
280	0.000000	0.000000	0.000000
281	0.000000	0.000000	0.000000
282	0.000000	0.000000	0.000000
283	0.000000	0.000000	0.000000
284	0.000000	0.000000	0.000000
285	0.000000	0.000000	0.000000
286	0.000000	0.000000	0.000000
287	0.000000	0.000000	0.000000
288	0.000000	0.000000	0.000000
289	0.000000	0.000000	0.000000
290	0.000000	0.000000	0.000000
291	0.000000	0.000000	0.000000
292	0.000000	0.000000	0.000000
293	0.000000	0.000000	0.000000
294	0.000000	0.000000	0.000000
295	0.000000	0.000000	0.000000
296	0.000000	0.000000	0.000000
297	0.000000	0.000000	0.000000
298	0.000000	0.000000	0.000000
299	0.000000	0.000000	0.000000
300	0.000000	0.000000	0.000000
301	0.000000	0.000000	0.000000
302	0.000000	0.000000	0.000000
303	0.000000	0.000000	0.000000
304	0.000000	0.000000	0.000000
305	0.000000	0.000000	0.000000
306	0.000000	0.000000	0.000000
307	0.000000	0.000000	0.000000
308	0.000000	0.000000	0.000000
309	0.000000	0.000000	0.000000
310	0.000000	0.000000	0.000000
311	0.000000	0.000000	0.000000
312	0.000000	0.000000	0.000000
313	0.000000	0.000000	0.000000
314	0.000000	0.000000	0.000000
315	0.000000	0.000000	0.000000
316	0.000000	0.000000	0.000000
317	0.000000	0.000000	0.000000
318	0.000000	0.000000	0.000000
319	0.000000	0.000000	0.000000
320	0.000000	0.000000	0.000000
321	0.000000	0.000000	0.000000
322	0.000000	0.000000	0.000000
323	0.000000	0.000000	0.000000
324	0.000000	0.000000	0.000000
325	0.000000	0.000000	0.000000
326	0.000000	0.000000	0.000000
327	0.000000	0.000000	0.000000
328	0.000000	0.000000	0.000000
329	0.000000	0.000000	0.000000
330	0.000000	0.000000	0.000000
331	0.000000	0.000000	0.000000
332	0.000000	0.000000	0.000000
333	0.000000	0.000000	0.000000
334	0.000000	0.000000	0.000000
335	0.000000	0.000000	0.000000
336	0.000000	0.000000	0.000000
337	0.000000	0.000000	0.000000
338	0.000000	0.000000	0.000000
339	0.000000	0.000000	0.000000
340	0.000000	0.000000	0.000000
341	0.000000	0.000000	0.000000
342	0.000000	0.000000	0.000000
343	0.000000	0.000000	0.000000
344	0.000000	0.000000	0.000000
345	0.000000	0.000000	0.000000
346	0.000000	0.000000	0.000000
347	0.000000	0.000000	0.000000
348	0.000000	0.000000	0.000000
349	0.000000	0.000000	0.000000
350	0.000000	0.000000	0.000000
351	0.000000	0.000000	0.000000
352	0.000000	0.000000	0.000000
353	0.000000	0.000000	0.000000
354	0.000000	0.000000	0.000000
355	0.000000	0.000000	0.000000
356	0.000000	0.000000	0.000000
357	0.000000	0.000000	0.000000
358	0.000000	0.000000	0.000000
359	0.000000	0.000000	0.000000
360	0.000000	0.000000	0.000000
361	0.000000	0.000000	0.000000
362	0.000000	0.000000	0.000000
363	0.000000	0.000000	0.000000
364	0.000000	0.000000	0.000000
365	0.000000	0.000000	0.000000
366	0.000000	0.000000	0.000000
367	0.000000	0.000000	0.000000
368	0.000000	0.000000	0.000000
369	0.000000	0.000000	0.000000
370	0.000000	0.000000	0.000000
371	0.000000	0.000000	0.000000
372	0.000000	0.000000	0.000000
373	0.000000	0.000000	0.000000
374	0.000000	0.000000	0.000000
375	0.000000	0.000000	0.000000
376	0.000000	0.000000	0.000000
377	0.000000	0.000000	0.000000
378	0.000000	0.000000	0.000000
379	0.000000	0.000000	0.000000
380	0.000000	0.000000	0.000000
381	0.000000	0.000000	0.000000
382	0.000000	0.000000	0.000000
383	0.000000	0.000000	0.000000
384	0.000000	0.000000	0.000000
385	0.000000	0.000000	0.000000
386	0.000000	0.000000	0.000000
387	0.000000	0.000000	0.000000
388	0.000000	0.000000	0.000000
389	0.000000	0.000000	0.000000
390	0.000000	0.000000	0.000000
391	0.000000	0.000000	0.000000
392	0.000000	0.000000	0.000000
393	0.000000	0.000000	0.000000
394	0.000000	0.000000	0.000000
395	0.000000	0.000000	0.000000
396	0.000000	0.000000	0.000000
397	0.000000	0.000000	0.000000
398	0.000000	0.000000	0.000000
399	0.000000	0.000000	0.000000
400	0.000000	0.000000	0.000000
