days	S_Mean	E_Mean	IP_Mean	IA_Mean	TotalInfectious	H_Mean	ICU_Mean	Recovered_Mean	DeadCovid_Mean
291	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942733	0.000000
292	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942733	0.000000
293	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942733	0.000000
294	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942733	0.000000
295	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
296	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
297	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
298	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
299	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
300	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
301	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
302	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
303	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
304	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
305	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
306	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
307	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
308	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
309	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
310	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
311	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
312	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
313	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
314	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
315	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
316	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
317	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
318	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
319	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
320	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
321	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
322	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
323	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
324	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
325	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
326	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
327	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
328	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
329	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
330	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
331	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
332	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
333	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
334	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
335	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
336	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
337	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
338	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
339	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
340	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
341	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
342	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
343	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
344	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
345	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
346	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
347	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
348	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
349	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
350	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
351	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
352	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
353	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
354	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
355	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
356	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
357	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
358	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
359	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
360	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
361	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
362	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
363	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
364	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
365	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
366	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
367	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
368	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
369	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
370	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
371	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
372	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
373	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
374	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
375	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
376	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
377	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
378	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
379	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
380	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
381	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
382	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
383	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
384	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
385	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
386	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
387	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
388	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
389	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
390	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
391	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
392	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
393	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
394	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
395	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
396	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
397	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
398	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
399	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
400	0.057204	0.000062	0.000000	0.000000	0.000000	0.000000	0.000000	0.942734	0.000000
